,Finance,Production,Reserves / Exploration / Acquisitions / Mergers / Divestments,Environment / Regulatory / Geopolitics,Alternative Energy / Lower Carbon,Oil Price / Natural Gas Price / Gasoline Price
1832,Positive,Positive,Neutral,Neutral,Neutral,Positive
1833,Positive,Positive,Neutral,Neutral,Neutral,Positive
1834,Positive,Positive,Neutral,Neutral,Neutral,Positive
1835,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1836,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1837,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
1838,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1839,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
1840,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1841,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1842,Positive,Positive,Neutral,Neutral,Neutral,Positive
1843,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
1844,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
1845,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
1846,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1847,Positive,Positive,Neutral,Neutral,Neutral,Positive
1848,Neutral,Neutral,Neutral,Positive,Neutral,Negative
1849,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1850,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
1851,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1852,Negative,Neutral,Neutral,Neutral,Neutral,Negative
1853,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1854,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1855,Positive,Positive,Neutral,Neutral,Neutral,Positive
1856,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1857,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1858,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1859,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1860,Negative,Negative,Neutral,Positive,Positive,Neutral
1861,Negative,Negative,Neutral,Positive,Positive,Neutral
1862,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1863,Positive,Positive,Neutral,Neutral,Neutral,Positive
1864,Positive,Neutral,Neutral,Neutral,Neutral,Positive
1865,Positive,Neutral,Neutral,Neutral,Neutral,Positive
1866,Positive,Positive,Neutral,Neutral,Neutral,Neutral
1867,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1868,Positive,Positive,Neutral,Neutral,Neutral,Positive
1869,Positive,Positive,Neutral,Neutral,Neutral,Positive
1870,Negative,Negative,Neutral,Neutral,Neutral,Negative
1871,Negative,Negative,Neutral,Neutral,Neutral,Negative
1872,Positive,Positive,Neutral,Neutral,Neutral,Positive
1873,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1874,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
1875,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1876,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1877,Neutral,Neutral,Neutral,Negative,Neutral,Negative
