Unique_ID,Finance,Production,Reserves / Exploration / Acquisitions / Mergers / Divestments,Environment / Regulatory / Geopolitics,Alternative Energy / Lower Carbon,Oil Price / Natural Gas Price / Gasoline Price
PQ-3050015203,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-3049739707,Neutral,Neutral,Neutral,Negative,Neutral,Negative
PQ-3049593095,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-3047773500,Positive,Positive,Positive,Neutral,Neutral,Neutral
PQ-3046483001,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-3046429653,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-3042542195,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-3040303610,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-3020742056,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2972949312,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2954706670,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2931299926,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2926367985,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2925770607,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2923936072,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2921269157,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2921099351,Neutral,Positive,Neutral,Neutral,Neutral,Neutral
PQ-2921073166,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2919143229,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2918751468,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2917614267,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2917435241,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2917151612,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2917051685,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2916949966,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2912528752,Positive,Positive,Positive,Neutral,Neutral,Positive
PQ-2912052059,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2903767043,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2900982603,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2900279602,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2900368250,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2900178599,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2899643362,Neutral,Positive,Neutral,Neutral,Neutral,Neutral
PQ-2898982729,Neutral,Neutral,Positive,Neutral,Neutral,Positive
PQ-2898909869,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2898378309,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2898271553,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2896853249,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2895952107,Positive,Positive,Positive,Neutral,Neutral,Neutral
PQ-2895762339,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2889521934,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2889218712,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2887499919,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2885870669,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2885632692,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2885613923,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2885220633,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2884990770,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2884828433,Neutral,Neutral,Negative,Positive,Neutral,Negative
PQ-2882315517,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2882303259,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2881914502,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2881757864,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2880655595,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2880123834,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2879951676,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2879951667,Neutral,Positive,Positive,Negative,Neutral,Positive
PQ-2878155303,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2877037756,Positive,Positive,Positive,Negative,Neutral,Positive
PQ-2876822948,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2876771560,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2876252105,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2876138986,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2875777597,Neutral,Positive,Positive,Neutral,Neutral,Positive
PQ-2875690408,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2875690355,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2875675949,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2875573592,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2875332343,Neutral,Positive,Positive,Neutral,Neutral,Neutral
PQ-2875332337,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2875324323,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2874155565,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2874135599,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2873561454,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2873691228,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2873691143,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2873646745,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2873240209,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2873223053,Positive,Positive,Positive,Neutral,Neutral,Positive
PQ-2873223049,Positive,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2873214434,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2873154492,Positive,Positive,Positive,Neutral,Neutral,Positive
PQ-2873059171,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2869125385,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2864789352,Neutral,Negative,Negative,Negative,Neutral,Neutral
PQ-2864513859,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2861570252,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2858171874,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2857893226,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2856263036,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2850463709,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2849817988,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2848815031,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2844725698,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2843891703,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2843243889,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2843063834,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2842954207,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2842878129,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2842582228,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2842368396,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2840810880,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2840736837,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2840643340,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2839716013,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2849393419,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2837179244,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2836987362,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2836633384,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2836280272,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2836280268,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2833537536,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2833537533,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2832301073,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2831167818,Neutral,Neutral,Neutral,Negative,Positive,Neutral
PQ-2830511882,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2829984660,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2823402122,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2822700172,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2822407748,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2821940063,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2821802467,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2821691077,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2821572552,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2821394129,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2821394035,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2821268389,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2821233463,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2821070941,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2829326286,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2829323324,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2819504464,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2817796154,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2816770023,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2816702643,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2816293368,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2813811880,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2813581079,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2813488272,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2811145375,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2810819955,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2810819945,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2809213358,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2807827845,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2819914123,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2807402301,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2807290202,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2807290186,Positive,Positive,Neutral,Neutral,Neutral,Neutral
PQ-2807011780,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2806923369,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2806856847,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2805467773,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2805431767,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2805358632,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2805145239,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2804807522,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2804697207,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2804590579,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2804573695,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2802216153,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2813082720,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2800483236,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2800229004,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2799367512,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2799227519,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2798959112,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2798922482,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2797596333,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2797505155,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2797306977,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2797161593,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2795935353,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2795654651,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2795229025,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2795203424,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2792295849,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2789211401,Neutral,Negative,Negative,Negative,Neutral,Negative
PQ-2786942127,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2786023227,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2783561898,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2783284096,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2782861221,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2780270335,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2778032390,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2776060278,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2775607864,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2775365971,Positive,Neutral,Neutral,Negative,Neutral,Positive
PQ-2774807398,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2774759025,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2774630976,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2774552858,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2774052488,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2773734099,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2772193026,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2772165273,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2771642663,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2771527492,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2771430953,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2781402434,Positive,Positive,Neutral,Negative,Neutral,Positive
PQ-2771237400,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2771237365,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2771079076,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2770992722,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2770936261,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2770775585,Positive,Positive,Neutral,Neutral,Positive,Positive
PQ-2770645068,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2770475524,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2768825153,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2768713957,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2768609000,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2765112507,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2765180132,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2764532627,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2764016600,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2762994721,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2761401021,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2760658015,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2760426793,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2771487742,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2760153151,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2759940391,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2759688645,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2759014958,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2770177139,Negative,Neutral,Neutral,Negative,Neutral,Negative
PQ-2758949216,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2758693578,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2767355732,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2756541137,Neutral,Positive,Neutral,Positive,Positive,Neutral
PQ-2756219044,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2755906144,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2755778203,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2754348506,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2749593707,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2748975713,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2761605208,Positive,Positive,Positive,Neutral,Positive,Positive
PQ-2761604191,Positive,Positive,Positive,Neutral,Positive,Positive
PQ-2748550915,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2748108991,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2747998016,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2747921559,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2747892302,Positive,Positive,Positive,Positive,Neutral,Positive
PQ-2740397294,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2740248802,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2739956339,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2738233243,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2736343736,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2736486385,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2734363757,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2733340210,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2731952884,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2731867378,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2731683130,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2730643322,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2730387602,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2730299995,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2740366125,Positive,Positive,Neutral,Negative,Neutral,Positive
PQ-2740365152,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2729870703,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2729575893,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2729575890,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2729474251,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2729462797,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2727632203,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2727611952,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2727536681,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2727444230,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2727216922,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2726789296,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2726576010,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2725637421,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2725594954,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2730242387,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2725408178,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2725367731,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2725266341,Negative,Negative,Negative,Negative,Neutral,Neutral
PQ-2724932876,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2723894585,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2723817322,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2723799904,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2723196043,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2722889446,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2722637419,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2722584954,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2722561907,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2721146911,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2719621436,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2719578240,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2719406620,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2716336116,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2715810208,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2711146716,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2709542294,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2719231527,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2708146379,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2707865985,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2707818035,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2706189226,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2703522103,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2703271455,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2703226662,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2703181557,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2703181254,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2703158337,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2703040579,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2701399485,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2712349386,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2701033262,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2700782090,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2711090748,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2700003285,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2699774741,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2699719937,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2698717018,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2697294455,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2697255029,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2697103825,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2697091129,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2697036334,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2696857272,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2696787260,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2707469032,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2707468939,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2696126791,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2695846408,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2695783603,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2695438006,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2695222768,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2693759111,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2693725264,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2693443737,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2693025355,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2689159657,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2689078191,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2688944104,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2688305212,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2686426651,Positive,Positive,Positive,Neutral,Neutral,Positive
PQ-2685341860,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2684573725,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2684470823,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2683933392,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2683033095,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2682933954,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2682090660,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2681833385,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2681513314,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2679800058,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
